gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,CustomerSegment
0,0,1,1,51,0,1,0,0,0,2,2,2,2,1,1,2,56.15,2502,0,0.12403066486392522,Loyal
1,0,0,0,63,1,0,0,2,2,2,2,2,2,2,1,0,86.7,4439,0,0.015183760520580169,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1614,0,0.19261143098844455,Loyal
0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,1,3,19.65,3837,0,0.034417720583134866,Loyal
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.55,4230,1,0.34191488872224385,Dormant
0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,3,54.35,315,0,0.388464869176884,Dormant
0,1,0,0,52,1,2,1,2,2,2,0,2,2,0,0,1,108.1,4810,0,0.29500729523607583,Loyal
0,0,0,0,36,1,2,0,2,0,0,0,0,0,1,0,3,54.45,1471,0,0.06440114438026645,Loyal
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.35,3817,0,0.38262224340552514,Dormant
0,0,0,0,28,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1137,0,0.08004345167338374,Loyal
0,0,1,1,7,1,0,0,2,2,2,0,2,0,1,0,2,69.45,4036,0,0.1263860214091648,Loyal
1,0,0,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.55,764,1,0.6988135132623561,Dormant
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.95,3875,0,0.024982120480232645,Loyal
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.5,1616,1,0.2263580163252816,Loyal
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,3,18.85,1101,0,0.14105359923668306,Loyal
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,0,0,19.8,6204,0,0.028245550653780326,Loyal
0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,25.05,1470,0,0.3956504019394899,Dormant
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,0,74.8,2794,1,0.5895017270737845,Dormant
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.3,6042,0,0.03601243897196287,Loyal
0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,4072,1,0.4494403136348741,Dormant
1,0,0,0,63,1,0,1,2,2,2,2,2,2,2,0,1,109.2,5544,0,0.028717348139798822,Loyal
0,0,0,0,56,0,1,0,2,2,2,2,0,0,2,0,0,45.05,2218,0,0.01179828221588835,Loyal
0,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,3,51.0,2468,0,0.2906367243026944,Loyal
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,110.45,6004,0,0.06688567277532344,Loyal
1,1,1,1,68,1,2,1,0,2,2,0,0,0,0,1,2,84.65,4695,0,0.20433921792465054,Loyal
1,0,1,1,67,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3410,0,0.010214623490035747,Loyal
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,44.65,3181,0,0.24288714669955644,Loyal
1,0,1,1,52,1,2,1,0,2,0,2,0,2,0,1,0,93.25,3930,0,0.23435592657035728,Loyal
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,3426,0,0.15394743482187442,Loyal
0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,963,0,0.008869647744170997,Loyal
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,3,20.6,183,0,0.006933028679712381,Loyal
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,94.1,5527,0,0.8108015775826565,At Risk
1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1588,0,0.03417323994618571,Loyal
1,0,0,0,46,0,1,0,2,0,2,2,2,2,2,1,0,60.75,2496,0,0.04700683108253225,Loyal
1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,2,51.35,2268,0,0.3538898466010787,Dormant
1,1,1,0,59,0,1,0,2,0,2,2,2,2,2,1,1,64.05,3325,0,0.047176173144308275,Loyal
0,0,1,0,70,1,2,0,0,2,2,2,2,2,2,1,0,84.8,4853,0,0.02722961464624941,Loyal
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,6352,1,0.5937669379510178,Dormant
0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,1757,0,0.1957907268984816,Loyal
0,0,1,0,64,1,2,1,2,0,2,0,2,0,2,1,1,94.6,4875,0,0.06351296538659493,Loyal
0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3132,0,0.025897227078810186,Loyal
0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4026,0,0.2627909342939127,Loyal
1,1,1,0,58,1,2,1,0,2,0,0,2,2,0,1,2,98.9,4769,0,0.44796281137420063,Dormant
0,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,1,97.7,5419,0,0.08894184915654112,Loyal
0,1,0,0,30,0,1,0,0,0,2,0,2,0,0,1,2,40.3,322,1,0.4089815656682228,Dormant
1,1,0,0,11,1,2,0,2,2,0,0,0,0,0,0,0,60.25,5279,0,0.2557524995456509,Loyal
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1291,0,0.44917200688916925,Dormant
1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2080,0,0.024716760769730048,Loyal
0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,986,1,0.6534074618710238,Dormant
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1426,0,0.005813543403055567,Loyal
0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,2870,1,0.30072057729115803,Dormant
0,0,1,1,2,1,0,0,0,0,0,0,2,2,0,0,3,65.7,617,1,0.4524063808612642,Dormant
1,0,1,1,54,1,2,0,0,0,2,0,0,2,2,0,1,63.35,2950,0,0.029934790631427507,Loyal
0,0,0,0,14,1,0,0,2,0,0,0,0,0,0,0,0,50.1,5562,0,0.1918268691932393,Loyal
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.5,5511,1,0.6190317946248103,Dormant
0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,6452,1,0.7444429992138536,At Risk
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,50.15,4226,0,0.27829908593705793,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,1,0.18083701208591796,Loyal
1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3163,0,0.02540891059634093,Loyal
0,0,1,0,68,1,0,0,2,2,0,2,2,2,2,1,0,79.6,4582,0,0.013913914466969008,Loyal
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,1,3,19.5,2359,0,0.08430718610117828,Loyal
1,0,1,1,68,1,0,1,2,0,0,2,2,2,2,1,2,99.55,5294,0,0.03612753506161514,Loyal
1,1,1,0,55,1,2,1,0,0,0,0,0,0,0,1,2,74.0,3464,0,0.34038164986009045,Dormant
0,0,0,0,16,0,1,0,2,0,0,0,2,0,0,1,2,38.9,5286,0,0.43749730425389216,Dormant
1,1,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,5616,0,0.7332698027830469,At Risk
1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,6413,1,0.27109923255583085,Loyal
1,1,1,0,58,1,2,1,0,0,2,0,2,2,0,1,2,98.7,4793,1,0.4817984146254374,Dormant
1,0,0,0,53,0,1,0,2,2,0,0,0,2,0,1,0,46.3,2199,0,0.1381192162856373,Loyal
1,0,1,0,70,1,2,1,2,2,2,0,2,0,2,1,1,99.35,5473,0,0.044699168607609814,Loyal
0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,632,0,0.7467659647264938,At Risk
1,0,1,1,22,1,0,0,2,0,2,2,2,0,1,1,0,67.5,980,1,0.06203800189738551,Loyal
0,0,1,0,10,1,2,1,2,0,0,0,0,0,0,1,1,78.15,5847,0,0.5873256927193818,Dormant
0,0,1,1,29,1,2,2,1,1,1,1,1,1,2,0,3,26.1,5464,0,0.031319527999826395,Loyal
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448,1,0.6877199896544541,Dormant
1,0,1,0,49,1,2,0,2,0,2,2,2,2,1,0,2,84.35,3468,1,0.05870657016279515,Loyal
0,1,1,0,68,1,2,1,0,2,0,0,2,2,0,1,2,100.2,5411,1,0.39629674923001246,Dormant
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,5907,1,0.6696320141775034,Dormant
0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,347,0,0.17022856409956633,Loyal
0,0,1,0,72,1,2,0,2,2,2,2,2,0,2,0,1,79.2,4495,0,0.008641503713820243,Loyal
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.9,2119,0,0.20389216407757807,Loyal
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,73.6,4356,1,0.6029888604684671,Dormant
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,5548,1,0.6972421421091248,Dormant
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,49.9,4147,0,0.24914529077149702,Loyal
0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,669,0,0.2776430662089819,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611,0,0.24867263235907927,Loyal
0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,1,76.0,1850,0,0.48030045803503385,Dormant
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.0,5713,0,0.5134312159607216,Dormant
1,0,0,0,3,1,0,1,2,0,0,2,0,0,0,1,3,82.3,1759,0,0.4525889311090433,Dormant
0,0,0,0,20,1,0,1,2,0,2,0,2,0,0,1,0,89.4,1444,0,0.4064141872598552,Dormant
1,0,0,1,64,1,0,1,0,2,0,2,2,2,0,1,1,99.15,5032,0,0.17507707895853344,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1610,1,0.23863103212049128,Loyal
0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,29.45,1067,0,0.2973223490521367,Loyal
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,2,19.8,30,0,0.00899264551509752,Loyal
1,0,0,0,6,1,0,0,2,0,0,0,0,2,0,1,0,59.15,2916,0,0.33057551055354006,Dormant
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2891,0,0.27008906023904306,Loyal
1,0,1,1,72,1,2,1,0,0,2,0,0,2,2,1,1,90.8,5216,0,0.06704026079551083,Loyal
1,0,1,0,8,1,0,0,0,2,0,0,0,0,0,1,0,49.55,3362,0,0.3228292186485793,Dormant
0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,5525,0,0.03858048520222467,Loyal
0,1,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.55,1901,1,0.7228047699553453,At Risk
0,0,1,0,72,1,2,1,2,2,0,0,0,2,2,1,1,94.45,5465,0,0.048703698653957045,Loyal
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,1,0,19.45,4916,0,0.04240895178776586,Loyal
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,25.05,4636,1,0.5811476340336613,Dormant
1,0,1,0,70,1,0,0,2,2,0,2,0,2,2,0,3,67.95,3944,0,0.0075978287757198955,Loyal
0,0,0,0,22,1,0,0,0,2,2,0,2,0,1,0,0,65.25,817,0,0.10313478900062864,Loyal
0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,4657,0,0.22320374665474382,Loyal
1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,1,20.35,5476,0,0.04878850557310426,Loyal
0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,19.95,59,0,0.008031737817584716,Loyal
1,0,1,0,53,1,2,0,2,0,2,2,2,0,1,0,0,77.4,3552,0,0.03529180816475484,Loyal
0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,3374,0,0.04565987522084478,Loyal
1,0,1,0,63,1,0,1,2,0,2,0,2,2,2,0,1,99.7,5117,0,0.04890064486264019,Loyal
0,0,0,0,40,1,0,1,0,2,0,0,0,0,0,0,1,74.8,2569,0,0.22806837108546812,Loyal
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,1,3,19.15,5142,0,0.053931780374166224,Loyal
1,0,1,1,26,1,0,1,0,0,0,0,0,2,1,0,0,78.95,1669,0,0.21476974244294839,Loyal
1,1,1,0,27,1,2,1,0,2,2,0,0,2,0,1,2,95.55,2169,1,0.6134363591171139,Dormant
1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,2963,0,0.014102902258905304,Loyal
1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,2076,0,0.33984856859815143,Dormant
0,1,1,0,19,1,2,1,0,0,0,0,2,2,0,1,2,94.95,1286,0,0.7555923343814364,At Risk
1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3078,0,0.20710962556657742,Loyal
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,406,0,0.13279155758854788,Loyal
1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.8,782,0,0.01171809198698266,Loyal
1,0,0,0,57,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1743,1,0.16952504726991174,Loyal
1,0,1,1,34,1,0,1,0,0,2,0,2,0,0,1,3,84.05,2513,0,0.40959415175254316,Dormant
0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,36.25,3217,0,0.3178671374947313,Dormant
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611,1,0.24867263235907927,Loyal
0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,2,23.9,2597,1,0.46582727311175764,Dormant
1,0,0,0,56,1,2,1,0,2,0,0,2,2,0,0,2,98.6,4622,0,0.3243166345490685,Dormant
0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,103.65,4689,0,0.42423570459367443,Dormant
0,0,1,1,36,1,2,0,2,2,2,2,2,2,2,1,1,92.9,2932,0,0.04610793456702261,Loyal
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,6427,0,0.02606928059391297,Loyal
0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,1,20.1,1956,0,0.15273304795500037,Loyal
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,6210,1,0.7531567827114111,At Risk
1,1,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.5,1715,0,0.5267268253978536,Dormant
0,0,0,0,63,1,2,1,0,2,0,0,2,2,1,0,0,99.9,5008,1,0.15218619998539124,Loyal
0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,804,0,0.3726711842955884,Dormant
0,0,0,0,67,1,0,0,2,2,0,2,0,0,1,0,1,60.5,3311,0,0.010910207232330446,Loyal
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,1675,1,0.5948360940841702,Dormant
1,0,0,0,21,1,2,1,2,0,2,0,2,2,0,0,3,103.85,1849,0,0.5154794136371088,Dormant
0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,6183,0,0.1732981233087324,Loyal
1,0,1,0,35,1,2,1,0,0,0,0,0,0,0,1,2,75.2,2232,1,0.44984015924064813,Dormant
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.85,1499,0,0.0069070148959301594,Loyal
0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,1,19.35,4922,0,0.0881245191545545,Loyal
1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3049,1,0.033800688839725555,Loyal
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.0,4946,0,0.7956811044287728,At Risk
0,1,0,0,57,0,1,0,0,2,2,0,2,2,0,1,2,55.0,2691,0,0.28272967537014493,Loyal
1,0,1,0,65,1,2,0,2,0,2,2,0,2,2,0,0,76.15,4179,0,0.012794817210626717,Loyal
1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4876,0,0.05158053581810042,Loyal
1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,74.9,3971,1,0.6890527254416968,Dormant
0,1,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.35,6188,0,0.05518085381672735,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,1489,0,0.23521417361274982,Loyal
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,45.2,4171,0,0.2739297139213841,Loyal
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,6506,0,0.022193162592765835,Loyal
0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,89.75,4554,0,0.21253438216749934,Loyal
1,0,0,0,26,1,0,0,2,0,0,2,2,2,1,0,0,75.0,1507,0,0.06980516328518245,Loyal
1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,49.95,134,0,0.3505675294206868,Dormant
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,65.7,3891,0,0.012641305225718191,Loyal
1,0,1,0,65,1,2,0,2,2,2,0,0,0,1,0,1,67.05,3669,0,0.02389007596825503,Loyal
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,0,1,110.9,5986,0,0.041154857887781275,Loyal
1,0,0,0,6,1,2,1,0,0,0,2,0,2,0,1,0,87.95,4372,0,0.658192594869517,Dormant
1,1,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,19.8,4824,0,0.045425322635340284,Loyal
0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3316,0,0.11207121248233608,Loyal
1,0,1,0,61,0,1,0,2,0,2,2,2,2,2,1,3,62.15,3245,0,0.03996658369483472,Loyal
0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,101.25,842,1,0.6402025895309909,Dormant
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,0,115.15,6158,0,0.03075508719252023,Loyal
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,18.95,1415,1,0.18636653675153825,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,1484,0,0.18777779174641276,Loyal
0,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,86.55,127,0,0.6968613728402016,Dormant
0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,28.6,6493,1,0.18654157276209585,Loyal
1,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,3,20.4,415,0,0.011672909706862042,Loyal
1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,19.8,2964,0,0.045371492718798784,Loyal
1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,6505,0,0.22388754866990215,Loyal
1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3372,0,0.01737670979763452,Loyal
1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,73.3,6123,0,0.6871893537251225,Dormant
0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,3493,1,0.5346785888573005,Dormant
0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,101.35,5027,0,0.4391900053602332,Dormant
0,1,0,0,29,1,2,1,0,0,0,2,2,2,0,0,2,98.65,2471,1,0.5183032333244679,Dormant
1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,2862,0,0.3221782546507454,Dormant
1,1,1,0,5,1,2,1,0,0,2,0,0,0,0,1,0,79.9,2971,1,0.7088162890787771,At Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.7,1620,0,0.1844730190219962,Loyal
1,0,0,1,62,1,2,1,0,0,2,2,2,2,2,1,2,104.05,5261,0,0.08045850930923094,Loyal
0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,5611,0,0.015214672786510832,Loyal
0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2495,1,0.6051012626879715,Dormant
0,0,1,1,69,1,2,0,2,2,0,2,2,0,1,0,1,73.7,4126,0,0.015703300615488178,Loyal
0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,96.2,409,1,0.5005529883835139,Dormant
0,0,1,0,63,1,2,1,0,2,2,2,2,2,0,1,2,108.75,5420,0,0.30601829660171304,Dormant
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,0,20.15,3462,0,0.0453637287876923,Loyal
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,19.75,1706,0,0.12740157912636377,Loyal
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1350,0,0.00923604959932968,Loyal
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,70.05,2661,0,0.15389027915663941,Loyal
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,24.05,1290,0,0.006030730311394433,Loyal
0,0,0,1,22,1,2,1,0,0,0,0,0,2,0,1,2,84.75,1371,0,0.5790050698027012,Dormant
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,23.05,467,0,0.010222130499364233,Loyal
1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,104.15,4742,1,0.22760169652295933,Loyal
0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,59.95,3357,0,0.021092289082184,Loyal
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.55,857,0,0.003427856426488663,Loyal
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,1469,0,0.06491249459891604,Loyal
0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,6468,0,0.09098458609013282,Loyal
1,1,0,0,5,1,0,1,0,2,0,0,0,2,0,1,2,85.55,3483,0,0.7122827928651689,At Risk
0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1407,0,0.06506755957101976,Loyal
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.8,6193,0,0.04073961317604343,Loyal
1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,43.55,26,0,0.2550213197443264,Loyal
1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,3631,0,0.07156413804279353,Loyal
1,0,1,1,44,1,0,0,0,2,0,2,0,0,0,1,0,54.9,2202,0,0.07174988233054957,Loyal
0,1,1,1,61,1,2,0,0,0,2,0,2,0,1,1,2,65.2,3389,0,0.08449983611949542,Loyal
1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2142,1,0.6510531065251136,Dormant
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,6325,1,0.7613432754279371,At Risk
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,2488,1,0.28616642320659225,Loyal
1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,3171,1,0.7386829276828467,At Risk
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.2,5929,0,0.06724849038261006,Loyal
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,5283,0,0.011587873712334246,Loyal
1,1,1,0,14,1,2,1,0,0,0,0,0,0,0,1,2,75.1,31,0,0.6342666290802044,Dormant
1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,1,0,25.05,941,0,0.21673660243770954,Loyal
0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,75.15,3239,0,0.10774482347278623,Loyal
1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19.5,57,0,0.013636118771904281,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.3,1481,0,0.16162825650275783,Loyal
1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,112.2,4262,0,0.10207907073084134,Loyal
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,70.3,1824,0,0.6321947591419809,Dormant
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,3,19.6,767,0,0.005181938707240966,Loyal
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1029,0,0.15592333430518288,Loyal
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.85,2216,1,0.7200836869508324,At Risk
1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,80.65,4600,0,0.007761025203829925,Loyal
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,5379,1,0.6394413337037219,Dormant
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,6190,0,0.05665607691530171,Loyal
1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,5982,1,0.4925417516490564,Dormant
1,0,0,0,71,1,2,0,2,2,2,2,0,2,2,0,0,80.6,4710,0,0.008610590419397053,Loyal
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,5455,1,0.7028102141661144,At Risk
0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,59.55,1645,0,0.05413324411693296,Loyal
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,19.05,2835,0,0.06669653375267157,Loyal
0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,95.65,4544,0,0.07366937997784952,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.95,1493,0,0.17149363385571634,Loyal
1,0,0,0,5,1,0,0,0,0,2,0,2,2,0,1,2,70.05,2993,1,0.5424747928757616,Dormant
1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,19.4,122,0,0.012773402469093392,Loyal
1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1576,0,0.062333416579897175,Loyal
1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,94.0,5885,1,0.7170926800775209,At Risk
0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,774,1,0.11436556230741488,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,0,0.18883792832578514,Loyal
0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2113,0,0.0808117767579916,Loyal
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,6230,0,0.011250107329263596,Loyal
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.7,508,0,0.005198892961694533,Loyal
1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,110.2,5755,0,0.06103484335057563,Loyal
1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,106.35,5648,0,0.030628616241366893,Loyal
0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,90.55,4307,0,0.17421205080000512,Loyal
0,0,1,1,10,1,0,0,0,2,2,0,0,2,1,1,3,65.9,5267,0,0.2683952199168008,Loyal
1,0,0,0,63,1,2,1,2,2,2,2,2,0,1,0,1,104.5,5262,0,0.054572231963507405,Loyal
